83,1,5,2,01-07-2022,18
84,1,5,3,12-11-2019,2
85,1,5,4,05-01-2019,17
86,1,5,5,04-09-2019,11
87,1,5,6,31-07-2023,9
88,1,5,7,24-08-2022,11
89,1,5,8,13-08-2020,3
90,1,5,9,07-03-2023,13
91,1,5,10,09-03-2023,12
92,1,5,11,04-11-2019,20
93,1,5,12,17-05-2023,6
94,1,5,13,13-12-2021,0
95,1,5,14,07-12-2023,2
96,1,5,15,19-07-2021,15
97,1,5,16,02-01-2021,3
98,1,5,17,30-03-2019,13
99,1,5,18,07-05-2020,13
100,1,5,19,30-09-2020,3
101,1,5,20,18-09-2020,3
102,1,6,1,12-06-2021,6
103,1,6,2,26-07-2021,15
104,1,6,3,01-06-2021,4
105,1,6,4,07-12-2021,18
106,1,6,5,13-10-2019,3
107,1,6,6,30-08-2021,8
108,1,6,7,18-04-2022,2
109,1,6,8,21-08-2019,13
110,1,6,9,24-06-2019,8
111,1,6,10,20-01-2021,4
112,1,6,11,22-03-2023,13
113,1,6,12,15-01-2020,5
114,1,6,13,24-03-2019,6
115,1,6,14,19-01-2023,8
116,1,6,15,02-05-2021,6
117,1,6,16,05-11-2019,3
118,1,6,17,26-03-2022,5
119,1,6,18,03-07-2020,19
120,1,6,19,01-02-2023,3
121,1,6,20,09-04-2023,14
122,1,7,1,12-01-2019,7
123,1,7,2,11-03-2021,15
124,1,7,3,23-06-2021,0
125,1,7,4,23-08-2020,5
126,1,7,5,21-08-2020,17
127,1,7,6,22-12-2021,13
128,1,7,7,16-01-2020,4
129,1,7,8,04-07-2020,13
130,1,7,9,21-12-2020,4
131,1,7,10,01-11-2020,6
132,1,7,11,13-02-2023,5
133,1,7,12,01-07-2022,13
134,1,7,13,02-11-2021,16
135,1,7,14,05-10-2021,10
136,1,7,15,30-09-2020,0
137,1,7,16,09-05-2020,3
138,1,7,17,16-12-2019,1
139,1,7,18,31-01-2019,8
140,1,7,19,08-06-2021,5
141,1,7,20,10-06-2023,13
142,1,8,1,28-10-2020,20
143,1,8,2,03-09-2021,18
144,1,8,3,14-08-2020,11
145,1,8,4,29-03-2020,5
146,1,8,5,10-09-2023,11
147,1,8,6,07-02-2020,12
148,1,8,7,08-04-2022,6
149,1,8,8,23-05-2021,15
150,1,8,9,31-08-2021,17
151,1,8,10,13-04-2023,19
152,1,8,11,22-12-2019,3
153,1,8,12,07-05-2021,10
154,1,8,13,19-09-2019,16
155,1,8,14,31-08-2021,7
156,1,8,15,07-04-2020,10
157,1,8,16,21-11-2022,13
158,1,8,17,05-09-2020,14
159,1,8,18,05-05-2020,19
160,1,8,19,30-03-2019,1
161,1,8,20,18-02-2020,19
162,1,9,1,24-10-2020,0
163,1,9,2,16-05-2019,17
164,1,9,3,05-08-2021,18
165,1,9,4,26-10-2022,1
166,1,9,5,21-11-2022,1
167,1,9,6,18-05-2021,14
168,1,9,7,29-02-2020,11
169,1,9,8,21-03-2021,8
170,1,9,9,16-09-2019,14
171,1,9,10,19-04-2023,8
172,1,9,11,25-06-2023,7
173,1,9,12,04-08-2023,10
174,1,9,13,04-07-2022,7
175,1,9,14,09-03-2022,14
176,1,9,15,26-05-2021,0
177,1,9,16,28-01-2020,8
178,1,9,17,14-01-2023,8
179,1,9,18,06-04-2019,0
180,1,9,19,08-02-2022,18
181,1,9,20,07-11-2019,19
182,1,10,1,15-05-2021,18
183,1,10,2,12-02-2020,12
184,1,10,3,23-06-2019,11
185,1,10,4,31-12-2019,9
186,1,10,5,06-08-2019,11
187,1,10,6,29-11-2021,1
188,1,10,7,01-12-2023,8
189,1,10,8,03-05-2022,12
190,1,10,9,18-10-2021,11
191,1,10,10,18-11-2021,11
192,1,10,11,21-11-2021,15
193,1,10,12,10-02-2022,7
194,1,10,13,09-12-2022,17
195,1,10,14,11-01-2021,12
196,1,10,15,18-02-2019,0
197,1,10,16,12-01-2019,13
198,1,10,17,11-02-2023,3
199,1,10,18,22-08-2023,3
200,1,10,19,22-10-2023,1
201,1,10,20,18-01-2020,7
202,1,11,1,17-11-2019,13
203,1,11,2,03-07-2022,6
204,1,11,3,17-03-2022,15
205,1,11,4,18-02-2021,2
206,1,11,5,08-02-2022,1
207,1,11,6,17-10-2022,0
208,1,11,7,24-02-2022,2
209,1,11,8,29-03-2023,10
210,1,11,9,23-03-2021,17
211,1,11,10,22-10-2021,4
212,1,11,11,11-06-2023,18
213,1,11,12,18-05-2020,17
214,1,11,13,02-08-2023,4
215,1,11,14,09-06-2022,10
216,1,11,15,26-11-2021,5
217,1,11,16,09-03-2021,4
218,1,11,17,09-05-2021,3
219,1,11,18,26-04-2020,13
220,1,11,19,30-06-2021,6
221,1,11,20,04-09-2023,10
222,1,12,1,22-11-2020,6
223,1,12,2,28-03-2021,1
224,1,12,3,12-01-2021,18
225,1,12,4,04-07-2022,12
226,1,12,5,29-04-2021,3
227,1,12,6,08-03-2023,10
228,1,12,7,04-06-2023,5
229,1,12,8,09-04-2021,20
230,1,12,9,07-03-2021,14
231,1,12,10,19-06-2021,2
232,1,12,11,08-09-2021,13
233,1,12,12,01-01-2019,10
234,1,12,13,16-05-2021,12
235,1,12,14,31-01-2020,13
236,1,12,15,20-07-2021,18
237,1,12,16,24-08-2020,0
238,1,12,17,24-04-2022,1
239,1,12,18,29-06-2019,0
240,1,12,19,28-12-2020,9
241,1,12,20,14-12-2023,6
242,1,13,1,08-10-2021,11
243,1,13,2,10-03-2019,0
244,1,13,3,11-12-2022,17
245,1,13,4,17-08-2022,19
246,1,13,5,12-12-2019,1
247,1,13,6,10-11-2023,8
248,1,13,7,04-10-2020,1
249,1,13,8,20-01-2022,6
250,1,13,9,21-08-2021,16
251,1,13,10,14-05-2021,10
252,1,13,11,17-05-2021,14
253,1,13,12,08-01-2023,17
254,1,13,13,07-01-2020,20
255,1,13,14,13-07-2022,4
256,1,13,15,24-09-2023,20
257,1,13,16,02-12-2021,9
258,1,13,17,21-03-2019,9
259,1,13,18,30-05-2019,4
260,1,13,19,15-04-2021,11
261,1,13,20,28-09-2021,17
262,1,14,1,02-09-2021,13
263,1,14,2,20-09-2020,1
264,1,14,3,04-10-2023,8
265,1,14,4,08-12-2020,1
266,1,14,5,02-02-2021,15
267,1,14,6,23-04-2020,3
268,1,14,7,08-12-2020,11
269,1,14,8,07-06-2023,7
270,1,14,9,08-08-2019,17
271,1,14,10,17-03-2019,8
272,1,14,11,24-11-2021,2
273,1,14,12,03-05-2021,16
274,1,14,13,02-11-2021,3
275,1,14,14,11-05-2023,14
276,1,14,15,25-08-2022,11
277,1,14,16,24-04-2023,16
278,1,14,17,28-01-2023,16
279,1,14,18,16-02-2021,5
280,1,14,19,08-02-2020,7
281,1,14,20,23-02-2019,19
282,1,15,1,02-09-2020,17
283,1,15,2,13-08-2023,18
284,1,15,3,09-02-2021,13
285,1,15,4,07-04-2022,9
286,1,15,5,17-06-2019,9
287,1,15,6,28-09-2023,2
288,1,15,7,13-07-2023,20
289,1,15,8,30-06-2019,12
290,1,15,9,14-01-2022,3
291,1,15,10,05-11-2020,11
292,1,15,11,12-11-2022,13
293,1,15,12,10-07-2019,3
294,1,15,13,25-01-2020,9
295,1,15,14,24-03-2020,16
296,1,15,15,25-02-2022,12
297,1,15,16,17-09-2019,18
298,1,15,17,28-08-2019,11
299,1,15,18,06-12-2020,1
300,1,15,19,07-06-2022,16
301,1,15,20,08-01-2022,6
302,1,16,1,23-01-2022,9
303,1,16,2,29-09-2021,12
304,1,16,3,26-08-2019,4
305,1,16,4,28-09-2021,5
306,1,16,5,16-10-2020,20
307,1,16,6,10-09-2022,14
308,1,16,7,08-08-2019,11
309,1,16,8,17-10-2023,10
310,1,16,9,09-08-2021,20
311,1,16,10,04-03-2020,18
312,1,16,11,09-09-2023,7
313,1,16,12,13-01-2022,0
314,1,16,13,03-02-2019,16
315,1,16,14,09-12-2020,2
316,1,16,15,01-10-2022,12
317,1,16,16,22-08-2022,0
318,1,16,17,17-06-2019,19
319,1,16,18,03-01-2022,10
320,1,16,19,02-02-2020,1
321,1,16,20,18-01-2021,1
322,1,17,1,20-04-2020,7
323,1,17,2,05-06-2020,7
324,1,17,3,02-03-2020,9
325,1,17,4,25-05-2022,6
326,1,17,5,15-08-2021,20
327,1,17,6,01-07-2019,13
328,1,17,7,13-06-2022,0
329,1,17,8,24-04-2022,6
330,1,17,9,05-08-2020,20
331,1,17,10,10-07-2019,11
332,1,17,11,29-12-2020,13
333,1,17,12,01-02-2023,20
334,1,17,13,25-05-2023,4
335,1,17,14,01-06-2023,14
336,1,17,15,23-09-2021,0
337,1,17,16,29-09-2019,3
338,1,17,17,19-09-2023,10
339,1,17,18,06-10-2021,1
340,1,17,19,30-04-2021,0
341,1,17,20,23-10-2023,10
342,1,18,1,08-05-2023,16
343,1,18,2,09-01-2019,2
344,1,18,3,20-10-2019,18
345,1,18,4,27-10-2020,8
346,1,18,5,31-05-2019,14
347,1,18,6,30-05-2020,3
348,1,18,7,20-02-2022,13
349,1,18,8,02-07-2020,2
350,1,18,9,05-08-2021,10
351,1,18,10,26-01-2021,2
352,1,18,11,18-07-2021,13
353,1,18,12,04-09-2023,7
354,1,18,13,28-09-2019,20
355,1,18,14,03-01-2021,5
356,1,18,15,23-06-2023,16
357,1,18,16,10-12-2023,1
358,1,18,17,04-10-2021,11
359,1,18,18,23-04-2020,0
360,1,18,19,30-07-2019,2
361,1,18,20,01-02-2022,14
362,1,19,1,16-08-2020,3
363,1,19,2,02-04-2019,8
364,1,19,3,04-04-2021,17
365,1,19,4,20-08-2019,7
366,1,19,5,08-06-2023,0
367,1,19,6,30-07-2022,17
368,1,19,7,02-04-2023,5
369,1,19,8,11-01-2019,9
370,1,19,9,20-09-2022,19
371,1,19,10,29-10-2020,0
372,1,19,11,29-08-2023,16
373,1,19,12,27-01-2022,9
374,1,19,13,27-04-2019,8
375,1,19,14,25-12-2020,10
376,1,19,15,31-07-2022,18
377,1,19,16,25-09-2021,20
378,1,19,17,08-08-2019,17
379,1,19,18,31-10-2020,15
380,1,19,19,03-05-2020,6
381,1,19,20,29-09-2022,16
382,1,20,1,28-03-2021,15
383,1,20,2,26-02-2023,6
384,1,20,3,23-08-2022,13
385,1,20,4,13-05-2019,13
386,1,20,5,20-11-2020,9
387,1,20,6,03-09-2022,15
388,1,20,7,15-09-2020,12
389,1,20,8,19-04-2020,20
390,1,20,9,27-04-2019,10
391,1,20,10,10-04-2019,13
392,1,20,11,13-11-2019,6
393,1,20,12,19-02-2019,16
394,1,20,13,01-07-2023,13
395,1,20,14,09-02-2021,17
396,1,20,15,07-11-2022,5
397,1,20,16,07-12-2021,20
398,1,20,17,28-11-2023,20
399,1,20,18,09-02-2023,17
400,1,20,19,15-10-2023,15
401,1,20,20,22-10-2021,17
402,1,21,1,03-01-2019,16
403,1,21,2,02-07-2021,5
404,1,21,3,31-05-2023,12
405,1,21,4,09-03-2022,18
406,1,21,5,03-12-2019,7
407,1,21,6,28-11-2022,16
408,1,21,7,09-07-2022,18
409,1,21,8,23-02-2020,9
410,1,21,9,08-11-2022,14
411,1,21,10,29-05-2019,2
412,1,21,11,09-06-2022,10
413,1,21,12,20-03-2019,19
414,1,21,13,21-08-2019,5
415,1,21,14,01-04-2022,14
416,1,21,15,17-06-2022,7
417,1,21,16,22-09-2020,5
418,1,21,17,19-04-2021,17
419,1,21,18,02-01-2023,11
420,1,21,19,02-03-2022,7
421,1,21,20,05-07-2023,18
422,1,22,1,09-08-2022,10
423,1,22,2,07-01-2022,10
424,1,22,3,31-05-2023,3
425,1,22,4,04-05-2021,4
426,1,22,5,17-02-2019,3
427,1,22,6,01-11-2023,9
428,1,22,7,06-01-2021,18
429,1,22,8,19-12-2019,2
430,1,22,9,20-05-2021,13
431,1,22,10,27-03-2019,16
432,1,22,11,18-05-2020,13
433,1,22,12,08-12-2023,18
434,1,22,13,19-08-2022,13
435,1,22,14,19-01-2021,2
436,1,22,15,10-12-2019,20
437,1,22,16,22-12-2022,9
438,1,22,17,11-12-2023,8
439,1,22,18,09-03-2020,20
440,1,22,19,18-09-2020,15
441,1,22,20,24-11-2020,19
442,1,23,1,06-02-2019,11
443,1,23,2,30-05-2022,16
444,1,23,3,09-04-2020,4
445,1,23,4,13-04-2022,12
446,1,23,5,03-02-2020,2
447,1,23,6,11-12-2019,9
448,1,23,7,18-10-2022,10
449,1,23,8,26-07-2023,19
450,1,23,9,25-05-2019,6
451,1,23,10,03-12-2021,9
452,1,23,11,30-05-2022,1
453,1,23,12,15-02-2021,0
454,1,23,13,26-11-2022,7
455,1,23,14,10-08-2019,9
456,1,23,15,21-10-2021,6
457,1,23,16,03-12-2023,2
458,1,23,17,17-11-2023,6
459,1,23,18,02-07-2022,9
460,1,23,19,31-05-2020,3
461,1,23,20,17-08-2023,8
462,1,24,1,14-10-2020,11
463,1,24,2,10-02-2022,15
464,1,24,3,01-03-2019,18
465,1,24,4,10-05-2023,13
466,1,24,5,15-08-2022,4
467,1,24,6,03-08-2019,15
468,1,24,7,06-07-2021,15
469,1,24,8,19-04-2019,13
470,1,24,9,03-09-2019,12
471,1,24,10,05-08-2019,3
472,1,24,11,04-01-2020,2
473,1,24,12,30-10-2022,18
474,1,24,13,07-03-2019,20
475,1,24,14,17-07-2023,1
476,1,24,15,06-05-2019,16
477,1,24,16,02-03-2021,8
478,1,24,17,07-08-2023,9
479,1,24,18,02-07-2020,17
480,1,24,19,04-07-2021,12
481,1,24,20,22-02-2023,10
482,1,25,1,04-08-2021,19
483,1,25,2,01-02-2021,12
484,1,25,3,02-05-2021,0
485,1,25,4,09-12-2021,14
486,1,25,5,26-11-2022,5
487,1,25,6,11-02-2021,1
488,1,25,7,08-12-2022,12
489,1,25,8,03-06-2020,9
490,1,25,9,07-10-2023,20
491,1,25,10,19-04-2021,2
492,1,25,11,30-07-2023,9
493,1,25,12,15-12-2023,4
494,1,25,13,20-09-2023,5
495,1,25,14,21-12-2021,8
496,1,25,15,30-09-2020,12
497,1,25,16,20-04-2019,2
498,1,25,17,27-12-2021,13
499,1,25,18,29-01-2022,19
500,1,25,19,16-02-2022,17
501,1,25,20,18-12-2019,3
502,1,26,1,02-09-2023,12
503,1,26,2,18-01-2019,5
504,1,26,3,08-06-2020,13
505,1,26,4,29-11-2022,1
506,1,26,5,01-06-2020,10
507,1,26,6,25-10-2021,15
508,1,26,7,27-04-2021,15
509,1,26,8,04-05-2021,9
510,1,26,9,10-05-2020,15
511,1,26,10,21-03-2023,2
512,1,26,11,21-01-2021,1
513,1,26,12,27-06-2019,5
514,1,26,13,25-08-2020,9
515,1,26,14,21-08-2019,13
516,1,26,15,24-02-2021,15
517,1,26,16,31-10-2019,1
518,1,26,17,25-03-2019,17
519,1,26,18,30-03-2020,15
520,1,26,19,09-08-2019,9
521,1,26,20,22-07-2020,17
522,1,27,1,03-03-2022,6
523,1,27,2,12-06-2020,2
524,1,27,3,23-03-2019,11
525,1,27,4,29-06-2019,9
526,1,27,5,06-08-2019,11
527,1,27,6,04-12-2023,10
528,1,27,7,16-12-2019,4
529,1,27,8,27-09-2020,0
530,1,27,9,05-06-2021,2
531,1,27,10,03-07-2019,5
532,1,27,11,11-10-2020,8
533,1,27,12,01-08-2023,0
534,1,27,13,11-07-2021,11
535,1,27,14,19-01-2020,15
536,1,27,15,29-07-2019,16
537,1,27,16,24-10-2021,12
538,1,27,17,26-10-2020,18
539,1,27,18,22-03-2020,0
540,1,27,19,18-01-2022,4
541,1,27,20,26-06-2022,4
542,1,28,1,26-03-2021,1
543,1,28,2,03-09-2021,0
544,1,28,3,26-07-2023,17
545,1,28,4,14-07-2022,10
546,1,28,5,22-03-2020,7
547,1,28,6,31-07-2019,4
548,1,28,7,19-12-2023,13
549,1,28,8,24-02-2020,2
550,1,28,9,04-06-2019,10
551,1,28,10,09-02-2023,1
552,1,28,11,03-04-2020,18
553,1,28,12,08-06-2019,13
554,1,28,13,12-02-2019,6
555,1,28,14,08-06-2022,18
556,1,28,15,12-10-2019,2
557,1,28,16,17-03-2019,16
558,1,28,17,09-12-2019,14
559,1,28,18,03-03-2020,12
560,1,28,19,08-01-2019,7
561,1,28,20,23-02-2019,3
562,1,29,1,18-02-2019,9
563,1,29,2,04-05-2020,16
564,1,29,3,24-04-2021,8
565,1,29,4,13-05-2020,20
566,1,29,5,15-09-2022,12
567,1,29,6,16-10-2020,10
568,1,29,7,22-09-2020,14
569,1,29,8,15-01-2022,13
570,1,29,9,08-12-2020,0
571,1,29,10,06-06-2019,14
572,1,29,11,17-04-2022,4
573,1,29,12,22-02-2020,7
574,1,29,13,29-02-2020,20
575,1,29,14,07-03-2023,19
576,1,29,15,31-03-2021,4
577,1,29,16,20-09-2020,18
578,1,29,17,28-06-2019,20
579,1,29,18,17-08-2021,9
580,1,29,19,20-11-2020,5
581,1,29,20,06-12-2022,3
582,1,30,1,13-01-2019,13
583,1,30,2,23-02-2021,0
584,1,30,3,12-09-2022,2
585,1,30,4,27-10-2019,15
586,1,30,5,30-06-2021,4
587,1,30,6,14-09-2023,7
588,1,30,7,14-03-2021,16
589,1,30,8,25-04-2023,9
590,1,30,9,17-09-2019,13
591,1,30,10,21-02-2023,12
592,1,30,11,20-12-2021,10
593,1,30,12,30-03-2023,5
594,1,30,13,15-03-2021,2
595,1,30,14,29-09-2020,0
596,1,30,15,05-05-2021,18
597,1,30,16,01-11-2020,20
598,1,30,17,26-05-2021,19
599,1,30,18,17-05-2022,17
600,1,30,19,04-06-2023,7
601,1,30,20,08-01-2022,9
602,1,31,1,11-02-2023,6
603,1,31,2,27-03-2019,9
604,1,31,3,23-01-2020,9
605,1,31,4,08-08-2019,10
606,1,31,5,01-11-2022,6
607,1,31,6,06-03-2020,0
608,1,31,7,26-08-2022,9
609,1,31,8,05-10-2023,12
610,1,31,9,08-11-2019,3
611,1,31,10,15-06-2021,8
612,1,31,11,01-06-2021,17
613,1,31,12,10-11-2019,7
614,1,31,13,23-04-2021,7
615,1,31,14,05-07-2021,20
616,1,31,15,28-11-2021,6
617,1,31,16,08-07-2021,4
618,1,31,17,28-02-2022,8
619,1,31,18,29-04-2021,8
620,1,31,19,29-05-2023,18
621,1,31,20,26-02-2023,16
622,1,32,1,28-03-2020,3
623,1,32,2,14-05-2022,1
624,1,32,3,08-05-2022,10
625,1,32,4,21-11-2022,8
626,1,32,5,30-07-2023,18
627,1,32,6,11-02-2020,15
628,1,32,7,29-01-2023,10
629,1,32,8,07-09-2023,12
630,1,32,9,28-04-2022,12
631,1,32,10,11-02-2023,7
632,1,32,11,11-12-2020,7
633,1,32,12,21-12-2019,12
634,1,32,13,23-05-2022,5
635,1,32,14,21-03-2021,1
636,1,32,15,02-10-2019,12
637,1,32,16,11-11-2022,1
638,1,32,17,24-02-2023,17
639,1,32,18,08-05-2019,17
640,1,32,19,15-05-2020,6
641,1,32,20,08-12-2019,19
642,1,33,1,12-10-2021,6
643,1,33,2,07-09-2023,17
644,1,33,3,11-10-2021,6
645,1,33,4,03-09-2021,18
646,1,33,5,03-04-2022,10
647,1,33,6,15-06-2023,15
648,1,33,7,15-04-2021,1
649,1,33,8,25-08-2023,5
650,1,33,9,22-10-2020,17
651,1,33,10,28-04-2023,18
652,1,33,11,23-12-2023,14
653,1,33,12,22-09-2021,15
654,1,33,13,13-06-2022,11
655,1,33,14,07-12-2023,3
656,1,33,15,16-09-2020,1
657,1,33,16,08-06-2019,6
658,1,33,17,19-10-2022,16
659,1,33,18,07-05-2020,1
660,1,33,19,07-02-2019,14
661,1,33,20,16-07-2023,9
662,1,34,1,11-08-2019,12
663,1,34,2,18-01-2023,1
664,1,34,3,27-11-2023,14
665,1,34,4,15-02-2020,20
666,1,34,5,04-09-2019,15
667,1,34,6,21-09-2020,5
668,1,34,7,27-12-2019,8
669,1,34,8,24-05-2021,11
670,1,34,9,18-05-2020,19
671,1,34,10,30-08-2019,12
672,1,34,11,21-04-2022,0
673,1,34,12,24-07-2020,15
674,1,34,13,01-10-2022,11
675,1,34,14,14-09-2019,12
676,1,34,15,28-08-2022,20
677,1,34,16,24-03-2019,4
678,1,34,17,08-07-2023,14
679,1,34,18,24-07-2023,4
680,1,34,19,02-07-2021,15
681,1,34,20,29-10-2022,18
682,1,35,1,19-11-2022,17
683,1,35,2,04-02-2021,16
684,1,35,3,24-05-2022,13
685,1,35,4,18-01-2020,3
686,1,35,5,27-09-2021,19
687,1,35,6,19-01-2020,9
688,1,35,7,23-06-2019,3
689,1,35,8,27-08-2019,7
690,1,35,9,05-10-2022,19
691,1,35,10,16-05-2021,18
692,1,35,11,09-09-2020,8
693,1,35,12,27-11-2021,17
694,1,35,13,02-03-2021,8
695,1,35,14,15-11-2023,3
696,1,35,15,27-10-2021,1
697,1,35,16,01-02-2021,5
698,1,35,17,12-09-2022,19
699,1,35,18,24-09-2019,20
700,1,35,19,04-11-2023,6
701,1,35,20,08-01-2022,5
702,1,36,1,24-03-2021,1
703,1,36,2,14-06-2023,7
704,1,36,3,25-10-2019,19
705,1,36,4,08-07-2023,13
706,1,36,5,10-09-2020,13
707,1,36,6,24-01-2022,5
708,1,36,7,30-05-2022,3
709,1,36,8,18-11-2023,4
710,1,36,9,16-06-2022,10
711,1,36,10,04-10-2020,19
712,1,36,11,06-08-2020,18
713,1,36,12,02-04-2019,3
714,1,36,13,12-10-2021,12
715,1,36,14,17-08-2021,6
716,1,36,15,28-02-2022,15
717,1,36,16,08-10-2022,4
718,1,36,17,23-05-2022,16
719,1,36,18,02-05-2023,8
720,1,36,19,10-03-2020,5
721,1,36,20,23-06-2019,19
722,1,37,1,03-10-2021,13
723,1,37,2,13-11-2020,1
724,1,37,3,09-05-2023,10
725,1,37,4,13-06-2020,18
726,1,37,5,11-05-2022,14
727,1,37,6,06-09-2019,6
728,1,37,7,14-08-2023,0
729,1,37,8,22-03-2021,0
730,1,37,9,17-11-2019,20
731,1,37,10,21-06-2020,1
732,1,37,11,06-07-2019,11
733,1,37,12,05-02-2021,18
734,1,37,13,25-10-2019,20
735,1,37,14,04-08-2020,16
736,1,37,15,10-08-2022,17
737,1,37,16,19-07-2022,0
738,1,37,17,27-11-2020,10
739,1,37,18,29-09-2020,17
740,1,37,19,21-08-2023,3
741,1,37,20,07-05-2020,8
742,1,38,1,17-08-2023,4
743,1,38,2,25-08-2021,11
744,1,38,3,22-01-2019,4
745,1,38,4,19-08-2022,3
746,1,38,5,09-05-2020,19
747,1,38,6,01-12-2020,17
748,1,38,7,21-07-2023,12
749,1,38,8,03-06-2019,6
750,1,38,9,26-04-2019,13
751,1,38,10,03-11-2022,2
752,1,38,11,10-08-2020,10
753,1,38,12,17-10-2021,8
754,1,38,13,10-01-2019,10
755,1,38,14,19-09-2021,10
756,1,38,15,02-03-2021,13
757,1,38,16,22-06-2022,8
758,1,38,17,26-02-2023,3
759,1,38,18,02-06-2019,6
760,1,38,19,01-10-2021,12
761,1,38,20,09-11-2021,4
762,1,39,1,20-06-2021,19
763,1,39,2,25-11-2023,19
764,1,39,3,26-02-2020,4
765,1,39,4,25-08-2019,7
766,1,39,5,29-09-2023,17
767,1,39,6,20-05-2023,12
768,1,39,7,15-07-2022,17
769,1,39,8,27-11-2021,3
770,1,39,9,13-08-2020,8
771,1,39,10,16-06-2022,13
772,1,39,11,23-06-2023,0
773,1,39,12,25-03-2019,1
774,1,39,13,07-08-2021,2
775,1,39,14,17-05-2023,9
776,1,39,15,12-01-2023,17
777,1,39,16,05-07-2019,18
778,1,39,17,25-04-2022,2
779,1,39,18,22-05-2021,0
780,1,39,19,08-06-2023,18
781,1,39,20,20-07-2019,17
782,1,40,1,17-02-2021,1
783,1,40,2,29-10-2022,7
784,1,40,3,25-07-2022,1
785,1,40,4,28-03-2020,7
786,1,40,5,17-03-2023,14
787,1,40,6,07-06-2023,2
788,1,40,7,14-12-2020,8
789,1,40,8,29-07-2020,2
790,1,40,9,20-06-2019,5
791,1,40,10,19-11-2020,6
792,1,40,11,10-04-2021,15
793,1,40,12,09-12-2021,19
794,1,40,13,23-06-2023,20
795,1,40,14,22-05-2023,10
796,1,40,15,23-03-2023,6
797,1,40,16,25-07-2020,10
798,1,40,17,29-05-2019,4
799,1,40,18,19-01-2020,10
800,1,40,19,26-10-2019,17
801,1,40,20,13-04-2020,12
802,1,41,1,26-09-2019,7
803,1,41,2,10-01-2021,8
804,1,41,3,05-12-2022,6
805,1,41,4,03-07-2022,10
806,1,41,5,08-01-2022,0
807,1,41,6,26-11-2023,14
808,1,41,7,17-09-2019,18
809,1,41,8,03-06-2019,13
810,1,41,9,21-07-2021,8
811,1,41,10,11-08-2020,10
812,1,41,11,29-07-2022,9
813,1,41,12,16-01-2020,2
814,1,41,13,24-09-2021,20
815,1,41,14,22-01-2020,15
816,1,41,15,24-10-2023,4
817,1,41,16,03-01-2023,13
818,1,41,17,11-01-2021,12
819,1,41,18,05-10-2019,11
820,1,41,19,22-12-2023,19
821,1,41,20,09-06-2023,11
822,1,42,1,30-08-2023,1
823,1,42,2,26-01-2022,12
824,1,42,3,01-08-2023,18
